customer_id,name,email,phone,loyalty_tier,created_at
CUST-000081,Miranda Gill,william77@example.org,835-656-0932x04899,gold,2024-04-16
CUST-000318,Tabitha Turner,miaprice@example.com,001-734-832-7560x41776,platinum,2024-01-26
CUST-000086,Stephanie Elliott,enelson@example.net,6254039261,,2026-01-16
CUST-000285,Lori Carter,terrytyler@example.org,+1-782-875-6704x31038,gold,2026-02-07
CUST-000157,Melissa Montgomery,tiffanysantiago@example.com,(437)356-2890x02877,,2025-09-25
CUST-000631,David Gonzalez,gregory64@example.com,(715)371-8409x080,bronze,2024-05-11
CUST-000551,Tracy Mclaughlin,xrivera@example.net,+1-973-220-3319x222,silver,2025-01-07
CUST-000550,Marcus Powell,justin69@example.net,388-431-9213x424,,2025-11-12
CUST-000656,Douglas Miller,sherriball@example.net,315.481.0213x125,bronze,2026-01-28
CUST-000085,James Tran,valdezmichele@example.org,2025176591,platinum,2024-07-17
CUST-000412,Beth Alvarado,xflores@example.net,001-631-560-8752,bronze,2025-10-08
CUST-000719,Miguel Simon,lutzeric@example.com,+1-642-223-1964x6300,,2024-03-17
CUST-000434,Cynthia Gregory,martinezmaurice@example.org,469-506-7447x16392,,2024-11-02
CUST-000426,Sonia Powell,michaelfigueroa@example.net,001-624-208-2226,bronze,2026-05-12
CUST-000786,James Russell,ryanadams_at_example.net,730-787-6123,gold,2024-02-26
CUST-000514,Jeffery Taylor,scannon@example.org,219.555.3560x331,,2025-05-26
CUST-000730,Jennifer Fletcher,flopez_at_example.com,772-456-5920x24617,,2023-10-28
CUST-000644,Aaron Brown,thomasdale@example.org,(891)930-9810x7964,bronze,2024-08-27
CUST-000294,Andrea Reese DDS,anthonyhubbard@example.com,001-664-471-5890,silver,2026-02-12
CUST-000519,Glenda Calderon,sandra49@example.org,(460)818-6487x69984,silver,2025-08-18
CUST-000408,Dr. Susan Navarro,baileysheila@example.com,993-428-9802x7148,silver,2025-07-17
CUST-000809,Rebecca Johnson,stephanie21@example.com,(427)969-8198x780,silver,2023-09-03
CUST-000062,Andrew Williams,kari39@example.net,001-457-887-2982x595,bronze,2026-04-07
CUST-000945,Clayton Russell,arthurwright@example.com,+1-710-443-7968x6800,bronze,2026-01-24
CUST-000041,Sandy Stephenson,phillipskristin@example.net,4599296222,silver,2023-10-30
CUST-000221,Tanya Walters,kanejeremy_at_example.net,+1-460-248-0589x2583,gold,2026-07-05
CUST-000269,George Le,blevy@example.org,(213)987-8293x1027,platinum,2026-04-10
CUST-000015,Marissa Hernandez,julie66@example.net,9282951718,silver,2024-04-03
CUST-000070,David Lopez,lisarivera@example.net,001-354-493-2966x8516,platinum,2024-03-29
CUST-000602,Ethan Hall,chanamber@example.org,234.426.4335,silver,2025-07-06
CUST-000018,Thomas Thomas,lynchpatrick@example.net,647.840.7482x175,bronze,2026-07-31
CUST-000075,Janet Kane DVM,robert26@example.com,(218)625-1286x8230,,2025-08-12
CUST-000789,Shelby Avery,chavezkim@example.net,+1-662-805-3440x7779,platinum,2024-05-02
CUST-000483,Matthew Jones,ijohnson@example.net,764-945-5618,platinum,2026-04-01
CUST-000782,Mary Greer,kwang@example.com,+1-599-471-8428x5969,silver,2025-01-18
CUST-000177,Holly Walker,amy87@example.net,001-494-427-8816x58039,bronze,2025-07-17
CUST-000700,Chelsea Austin,mramirez@example.com,(443)358-8537,gold,2024-11-18
CUST-000560,Rebecca Clark,victoriahamilton@example.net,001-388-441-8343x740,silver,2025-08-31
CUST-000375,Alisha Byrd,gregorysmith@example.com,(315)334-7355x2896,,2024-04-04
CUST-000431,Edwin Rodriguez,abrown@example.net,(426)850-1673x188,silver,2024-03-03
CUST-000583,Richard Lyons,katherinepeterson_at_example.net,001-549-702-2840,gold,2026-01-15
CUST-000860,Bailey Hernandez,nealemma@example.org,(376)877-4625,gold,2023-10-06
CUST-000882,Kathy Calhoun DDS,margaretramirez@example.com,001-340-401-7882x2473,platinum,2025-06-05
CUST-000397,Christopher Gonzalez,joelmiller@example.net,(829)434-4973x47156,bronze,2025-08-24
CUST-000136,Lisa Martinez,shawrachel@example.net,001-672-723-3206x16329,platinum,2023-12-06
CUST-000325,Evan Moreno,williamconrad@example.com,(841)650-2745,platinum,2024-10-05
CUST-000957,Christine Meza,claire26@example.com,+1-756-434-2777x522,gold,2023-09-20
CUST-000370,Andrea Clarke,briana11@example.org,992.484.5679,gold,2024-09-04
CUST-000013,Dr. Jordan Hill PhD,pvalentine@example.org,737.682.6398x2146,platinum,2023-08-27
CUST-000911,Jennifer Ward,fspears@example.net,594-844-0766x3493,gold,2025-02-08
CUST-000541,Danielle Nelson,justinjohnson@example.net,866-224-1118,,2023-09-15
CUST-000073,Joshua Martin,brownamy@example.net,971.239.7187x07286,gold,2026-01-08
CUST-000609,Sarah Gonzalez,summer17@example.com,382.523.1164,,2024-08-09
CUST-000654,Dr. Allison Flores,melissa38@example.com,(603)944-7650,bronze,2026-06-13
CUST-000512,Peter Gaines,tayloramy@example.net,8373199051,bronze,2025-12-27
CUST-000247,Eric Mcclain,joseph49@example.org,+1-270-320-7016,platinum,2025-06-16
CUST-000116,Vicki Finley,david02@example.org,774-545-1870,bronze,2024-11-18
CUST-000396,Rebecca Horton MD,amberknox@example.net,(485)327-0171x3023,gold,2024-05-19
CUST-000507,Brent Rodriguez,bjones@example.net,+1-275-333-1266x10941,,2025-07-09
CUST-000246,Donald Flores,danielle35@example.org,514.722.4109x881,,2025-12-24
CUST-000978,Cheryl Gonzales,paul18_at_example.com,+1-346-979-0870,gold,2024-05-01
CUST-000813,Damon Schultz,clarkmario@example.com,+1-821-844-4889,platinum,2026-02-19
CUST-000920,Daniel Ochoa,jdavis@example.com,+1-242-868-7447x01732,silver,2025-02-04
CUST-000803,Grace Brooks,jacksonrachel@example.org,428-567-9632x594,platinum,2026-05-04
CUST-000056,Sarah King,sarah35@example.net,+1-484-724-9818x2992,platinum,2026-01-15
CUST-000662,John Murray,jeremyjackson@example.net,(877)772-2660x2562,gold,2023-09-14
CUST-000303,Jennifer Hall,theresa53@example.net,(474)999-4657x96784,platinum,2024-02-07
CUST-000402,Jeffery Holt,stonejacob@example.com,686.294.6119x52436,platinum,2024-05-11
CUST-000766,Robert Hunt,richardhart@example.org,550-554-2960x80706,silver,2025-05-22
CUST-000194,Brian Mora,maryhuff@example.com,+1-479-608-0759x57947,,2025-05-03
CUST-000522,Jessica Scott,hillcheryl@example.com,447-923-2290x310,silver,2026-02-09
CUST-000622,Joshua Trujillo,megangates@example.com,454.811.6597,,2024-07-03
CUST-000531,Johnny Williams,williamchapman@example.org,689.786.4565x22036,gold,2024-01-25
CUST-000211,Nicole Trujillo,martinezjesse@example.net,930.565.2407x784,platinum,2026-01-20
